video_id,slant
r5Ps1TZXAN8,-0.62319
r5qZoT6bbJo,0.12245
R5wTGud1Kkg,-0.5
R611drTEHPA,-0.32394
r6c9O9MHSww,0.07692
r6CdOmXq1vE,-0.39394
r6ewlQs8CAQ,-0.8324
R6fS1hK5M9I,-0.96667
R6hWHNRUycM,0.82448
R6oBMJ9NXnk,-1.0
R6VCzhWy-Kk,-0.70404
R6yTF8TdLiM,-0.01429
R7Na0Q0FyWM,-0.78261
R7o-5-jUbCI,0.85567
R86awAp4uIw,0.77838
r8bURTVKVYY,0.44118
r8gAYUupm2k,-0.87755
r8mdNahdo4M,-0.70137
R8oapOEWwPg,0.71233
r8OBwLhkwa4,0.26697
r8pmk1KMXO8,0.54028
R8ynabSmGGs,-0.72368
r9Gd-axMMbM,0.25566
r9lXk3OeKBw,0.92857
r9P0DvysnUA,-0.91333
R9RpcIX-AzE,-0.41176
R9T4dGAxtO0,0.50769
r9tktVw0QEg,0.58
r9tWd1qiDBs,0.29268
R9YPYRaeTW0,-0.85874
ra6RAk0subM,-0.14894
RaE6OJL8aow,0.06034
ragHIZYUdUE,0.64384
Rah9-Fobckk,-0.67708
raL8zJSauqs,0.58794
RAseju-jEgI,-0.96667
RaTNMQRO920,-0.70909
RAvfC6j6yQw,-0.96154
RAyLLz2HRH8,0.92593
rAZhOPLmzrE,0.86329
rb1x9Jx8IUM,0.83051
RBGlUeW7iRQ,0.30233
RBL4iPt8ewI,0.81818
rBnh9jLzDY8,0.77778
rbQRz2xF8cM,-0.70417
RBvn5kRPVC8,-0.40678
RbVOEo6SmdY,0.02439
rbXhNfbOaDo,-0.36449
rC3OoMc3V3c,-0.45374
RC5l5jPgD8s,0.44
rC7u2QMmfXg,0.11392
rc8qAoD8hrU,0.81818
RcbiGsDMmCM,-0.69716
rcGjykjs2Kk,-0.06475
RcjHq7E0mGw,-0.47059
rckBn9yfXyU,-0.09091
RCkNCOA5u-g,0.09677
rcQ9V6UYtps,-0.91667
RCrOWcQZvw0,0.06024
RCWCSrEbRuM,0.25714
rD-HoU9krgs,-0.91736
Rd-tGd-9Gog,-0.875
RD23r7kkCMw,-0.68246
RD7JMqheqSo,-0.85905
Rd8J-9uUnfc,-0.42747
RDGK42nbYIs,-0.79286
Rdm3-JptpQg,0.58974
RDQjaScwBgc,0.54098
rDsoKjuJWzE,-0.375
RdVIw24pLEk,0.11538
rDX1wmigHhs,0.62667
RE0GynUwB7A,-0.92179
rE0Z2k6BJI0,0.67928
rE778bj0SRQ,0.71429
ReCTkS1CJeg,-0.86207
rEdGnIIOdeo,-0.76256
REdZ6f1r4hY,0.76682
ReeWPc2ju9c,-0.90909
rEfpMxNeDkQ,-0.54887
Reimvk8D2Ho,-0.5968
REkwHdkPL4s,0.21739
rELHUMNt4HM,-0.76577
ReQkzPiYJdE,-1.0
ResnWoyqrBs,-0.94444
REwSS3b3OXI,0.84874
RezShVGlNDI,0.37931
RF8ClVhFOSw,0.83893
rFeA-pM0o8Y,0.09492
rFeOXwdo6wE,-0.87755
RfFdFWz2uSU,-0.2381
rFGE3X6Yhj0,-0.41818
rfq0Yw2sMq0,0.21094
rFvfbdqBcqY,-0.44444
Rfx0TBKuuvY,-0.91039
rfXxkDrkQGM,0.83015
RFxXl9eAWV4,0.07407
rfyPZdSBwBQ,0.65913
RfZmOHYyrEQ,0.84762
rfZycFs17gw,0.35099
rfzzn2mj1Qc,0.77869
rg1-MWAjqPU,-0.86425
Rg5NvKpJfKE,0.65246
Rg9iGvd5qb8,0.87537
RgbaB7uG0ck,-0.03846
RGEG3dDGiRw,-0.22124
RGf0uINmzOs,0.93443
RghZDaea1iM,0.91473
rgJSvwe9awg,-0.35135
RGkefXaNGgk,-0.66559
RGq-HkxcDh0,0.71429
rGqiswuJuQI,-0.41026
RGrHF-su9v8,0.73653
rgRs1X4hUvY,-0.65476
rGSDGjqln54,1.0
rGvRNlmmjPM,0.84211
rgWKFvTzn3I,0.65568
rGZXW97Euxw,0.01031
rHBuyB6nH0U,0.17647
RhIw2fAkWpk,-0.50725
rHRo2CcA9Gw,-0.75168
rHtxI12dmoY,0.75979
rHUEINYWjPM,0.82979
rhW0BtEyH5M,0.56086
rHyNBGIFYl8,-0.59664
RI0vy-XsTmU,0.91085
RI1ihqlZCEc,1.0
RibDsGK5Yak,0.89212
rIEZMB2FVzI,-0.78903
rIIGL3lQ4wM,-0.3662
riKEBVd26Wo,-0.81818
rIMi9IdluRc,-1.0
rImskasQKzs,0.77586
riNEy87lxx0,0.74233
RIQdNgMAfrk,-0.7686
RirSOXZIdSI,-0.91083
RIXxTrAa9nc,0.37931
RJ9rqlUGZWE,0.85593
rJC8flLKFUs,-0.68852
rjce0WxOzU4,-0.61421
RjMnG646Fu0,1.0
rJQTqcV12ik,-0.85263
rjrKk2z-NR0,0.85778
RjsThobgq7Q,-0.37358
rJVjokbG8Eg,-0.30508
rJVTvPZfC9s,0.79424
RJW8NSqnYbE,0.22222
RjWWTTMj0xw,-0.7234
Rjx1iuY9D2s,0.46269
RJxkGnpLVrQ,-0.65625
RjzbQDgNsb4,-0.70339
Rk43nEWHJF4,0.68182
rK9YfsFwd-o,0.56522
RkBWVpdhxzk,0.86842
rkCsjkYHSNM,0.90476
rKFVbQ5ti-s,-0.26316
RkG2EfshIn0,0.76109
RKjEfudiNvs,0.36667
RKJP1QtfFvo,-0.70588
rkNigaG6W3I,-0.2766
rKPbc-7pSDI,-0.68224
rKT4tnSiogk,0.77778
RkU-HoL8cBA,-0.53191
RKXeZpumh9I,0.55556
RkyWkaYiP5I,0.8404
RLapI4dQBAE,0.14286
RLCvltajjUc,-0.72519
RlGdOlvBsCo,-0.63314
rLJqwLcTsXA,-0.13376
rlLSBTAg0aM,-0.57062
rloNvQ0diwE,-0.54717
rlrwAPWEUlg,0.63158
RlS8ht3PERs,-0.37037
Rm3QlkYL9Es,-0.59184
rmhrnMCqhz0,0.94245
rMijnTHCUrI,-0.9337
RmINPGWVNjc,0.89357
RmioEI6tzCk,-0.06667
RmmRlztXETI,-0.2
rMniHEjv4jY,-0.59036
rmoln-XK3Gw,0.59763
rMpwoLJcGvc,0.54167
rMQ2b6ZwwCU,-0.78761
RmQczPAz5Os,-0.37313
RMR8ITKZX5Y,-0.88406
RMRh3srfgOk,-0.94595
RMSNUX3n6yA,-0.275
Rmtpds5j0Js,0.84397
RmvCT7j9MFc,0.8296
rmVtrCojAEo,-0.47826
RmWetGrIxiU,-0.92453
rMwlEkMDQm4,0.90751
rN8nMYhst5s,-0.81429
RNgzOr-m6ok,0.03448
RNineSEoxjQ,-0.7139
rNK4ekl-Bas,0.82129
rnKqHL9LLwk,0.83333
RnMsCDIT2Tc,0.33333
rNQENo0Z52w,-0.54545
RnRGp2Ejcso,-0.52778
rNvgl38TLvI,0.85088
RnxVE-ZO8AI,-0.35802
RnySBkxn64w,-0.16667
rO380YSvdGU,0.76812
RO4kSNwKvW0,-0.54545
RO4MSOJqdtw,-0.00448
RObCGNfOp7Q,-1.0
rOC79VhJvjU,0.54032
roCFeUvVVQk,0.73077
roCoE94N7yc,-0.08387
rOE1QhhyzEw,0.88015
roeQHQSlIc8,0.89512
rOHerzCsQUs,-0.84906
rOHihbLuYOA,0.54098
rOmreLDvicQ,0.48333
ROqD2hTfxcE,-1.0
RotFgORxiVQ,-0.85185
RoVHUaZkAHM,0.68819
roy4xyo1Aok,0.67908
Rp0melxXhho,-0.8764
rp5fk1R5NGo,0.94089
rPE_Z3Q_EPo,0.45455
rpkrjlpuq0o,0.78622
RpLAW-7FBPs,0.74271
rPnGiHNLKb4,0.87931
rPq0Sx9d7Q4,0.6338
rpumYt4xx-k,-0.83333
rPxcEFR7KHw,-1.0
rq3QXIVR0bs,-0.73333
RqAce2R7ops,-0.88376
rQdyegf4n1U,0.62222
rQEtjNUaojA,-0.33333
rqIVjYTJE5E,-0.57175
rqJNZhlb730,0.11111
rQJWHocG-50,-0.04575
rQkvPt3u6xg,0.89545
RQmqcaS5LIM,-0.33588
rQNWZoa4suQ,0.375
RqQ9Jt12Db0,-0.69032
RqY8047SNEM,0.8
rqzPTqph62U,-0.43243
RR5RhljRXUQ,-0.06907
RR6eN0acm5E,-1.0
rr6OfJlQe0c,-0.8469
rR8W8A23StY,-0.78313
rretZ2SzbCA,-0.82456
RRfjZepMLqk,0.66337
rri3e-E6c3g,-0.85859
rriNOcRooms,-0.78378
rrqqQAfenUo,-0.59551
RrRzED2vOHA,0.08318
rRvBzzR5tdA,-0.83698
rrYHge7tqsQ,-0.02347
rrZxNh0uck4,0.85782
rS1rFr9KOAc,-0.03093
rs2iN0oVdt4,-0.39362
rS5haJhqyEc,-0.35135
rSaOyFUkxKs,0.88353
rSaTXfeKFvA,0.77249
rSgiHOx6vfU,-0.93846
rsiMo5ihuAA,-0.78205
rSJtTMjXh3k,-0.8484
RSQ6bt7OibQ,0.91342
rsW6nqOQHHE,0.875
RSwwO00qeB0,-0.50442
RSYiyLXSAHk,0.83051
rT1585uEm7s,-0.9726
Rt4a9ie5MGk,0.6061
rtfKljlNaPc,0.86122
RTMuiiwqxzk,0.77419
rTOQ6pQxor4,0.80952
RtpwghHjhjQ,0.76421
rU-1-qj9rGc,-0.88482
Ru9lEijA3Ag,0.87879
Rud19ytcPS8,-0.83193
rUFgXUTJN20,0.73961
ruiZH3l3m3E,1.0
ruKIfw5g55Y,-0.7483
rUS7nCKxSy4,0.68182
rUznBzVbPUc,-0.30233
Rv-8fhJnXKM,-0.94521
rv5t6rC6yvg,0.50497
rvkEpstd9os,-0.43902
RvrEhomhD6Y,0.72477
RVVfJVj5z8s,-0.36176
rvwBusTGHy0,0.53125
rw0fFPoDG04,0.86395
rw26qU5v3FY,0.78862
RwBn261CY5o,-0.33333
RWcxzzM-ip0,-0.84466
rWg3ZwJ4KeA,0.87602
rwjmyZUA2O8,0.72941
RWldvqO4AIY,-0.53086
rWpui1P9cAY,-0.84049
Rwr0JOhNxsM,0.81359
RWuaHiXpjx4,0.13708
rx0XP8t4W5o,-0.80769
RxfbESCyXG0,-0.01961
rXFRrho5uCg,0.80674
RXgyblsTut4,0.91228
RxlOykhNzEI,0.70638
RxNQBhuUuU8,0.44444
rxpjkQframA,0.87879
RxSzfaBWfgo,-0.76642
Rxtr3HcEdkw,-0.73626
rxuTvS-cKwA,-1.0
RY0R0NpIdQQ,0.43341
rY10nWdhGaw,-0.79215
ry1x58cErHs,-0.50459
rY5HEgChop8,-1.0
RYdDp4mHDRY,-0.54444
RydqJ1j3E-M,-0.58382
RyF40JydVNU,-0.0348
RYfmRTyl56w,-0.01034
RYIH-vlYSdY,-0.66775
RylmpOXclKI,-0.7355
ryMwF9Xr8yA,-0.42951
ryPAhfa1fMU,-0.52632
RypqzQOOoNs,-0.7
ryQKRPrvN8g,0.80451
RyTTbLA3AZY,0.89157
ryW52sQ7Gms,-0.41667
ryweuBVJMEA,0.68908
rYwLYMPLYbo,0.79487
rYWsCQXyfBs,-0.13514
RyYn1c5CVy4,-0.65714
RZ3evMMISCM,0.87361
rZ3qat-XEFA,0.2234
Rz3WcZjcZgE,-0.00752
RZj1mKKSa4M,0.66667
RZlbfBP9SNs,-0.6
rZPhewpxOAk,-0.64576
RZSTBFSjBE8,-0.84375
RZU3zkbvv-A,0.51688
rZyRO9rG9O0,-0.56364
rzZklvWIT7o,-0.43605
s-kwzd2IqYY,-0.39535
s-ldWcIb7uc,0.78589
S-zMNsQz9tc,-0.36842
S02BHmWPZNs,-0.67089
S0qwTKVmqCs,-0.93562
S0zo1vacLOc,-0.07595
S15OsuW4eGE,0.04762
S1cgv8S5pjI,1.0
S1gUR8wM5vA,0.57635
s1u8F6ERqqE,-0.74051
S2tWDJmdXH8,-0.09774
s3-X4M8yb3w,0.70833
s34NWArsxVw,-0.81007
S3k28aDon3g,0.85714
S3tm3ID0eDM,-0.69383
S47r8nr1gXw,0.08029
s4grCHhka00,0.81944
s4p8DM8rKJI,0.68182
s4srhes1-g0,0.26923
S4VoolvEsyQ,-0.70492
S50VmdYquYg,-0.58255
S51uyddIiiM,-0.86909
s54H5d34GWE,0.17913
S55C5GTG40w,-0.09412
S58k3ZXRJJc,-0.67347
s5dHM76OSts,0.46341
s5fc-tTXJkk,-0.77049
S5LrQv496Iw,-0.71938
S6-UC8yr0Aw,0.875
S6LM--rpkkI,-0.72394
s6S24Vw21uU,-0.45763
s6WLsz6Hgtg,0.59009
S6xH9o6uhrQ,0.02703
S758wEniU0c,-0.17563
s7ci-dIN0hI,0.51351
s7eG1kbdr0M,-0.54167
S7f5PD6Z76E,0.73333
S7FFMZUywt0,0.10204
s7gDXtRS0jo,0.38425
S7jnzOMxb14,-0.60684
s7KT0xuMQKk,0.87234
S7pYVkqao0E,0.83938
S7ta4CfXu1Y,-0.09489
s7uScWHcTzk,-0.24114
S7vVtf1P2Aw,0.76949
s8AeQ6MpluY,-0.63636
s8aMHpBGomM,0.85714
S8gQs9ro8OM,-0.82759
s8gwagpj1J4,-0.63265
s8VOM8ET1WU,-0.60335
s8vTd3kCEII,-0.73077
s92Q9AuL2Eo,0.37143
S9c9Bg2IJGM,-0.82353
S9f4Dcgd9-M,0.91837
S9gYtmBHNVA,-0.06087
s9jXNPhep90,0.92
s9ovOwl5Cns,0.18129
S9Q644-1lNE,-0.54455
S9W0F2mz1jc,-0.39031
s9WhBGUwU-c,-0.67347
sa8jOoL0LoE,0.82535
SaaPT-7mykQ,0.69811
sAAu6O33rNE,0.89372
saBlftvwm7A,-0.71875
SacAsjitaUU,-0.38462
SacDzjdoHjI,-0.96998
Sai5Ab5xFRk,0.04
SAIC683VlDw,-0.52
sAiTuitN5b8,-0.2228
SakXMNTPajg,-0.5539
sALwssmgB64,-0.66667
SaOTSp6iTg8,-0.68912
SatHPKHLiOs,0.76821
SAxKJC0Elds,-0.60804
SAZAKPUQMw0,-0.79812
SB6jfTVQnSA,0.77778
SbAPmVoWVZs,-0.64103
sbBjysFnyCs,-0.81073
SBbNkw2ruTA,0.3
sBc7iTGpkSw,-0.8836
sbe7uPxenug,-0.8
SBI1ncqk0KE,0.72727
SBjunqa6yOg,-0.76596
SBpHzeqWFYE,-0.80815
SbRvboX6loo,0.66667
sbRzwEFj7I8,-0.28
SBXScKCRVUQ,0.79911
SC36NoO5ahs,-0.40741
Sc8GF8YLsHc,-0.50898
sc9gupTbsIo,-0.40377
scboQTCYP2E,0.72777
sceqUcyztUM,0.74046
sCFHuH1Vz5w,0.47561
sChhAi9jRIM,0.92705
sCjuJSbeb6I,-0.59259
scoEaTRDdrM,-0.82857
SctXFsZ3Az4,-0.07692
ScU2oWfWReg,-0.78744
ScwVLA8hrIE,-1.0
SDaqjgdsel0,-0.9044
SdfvIvYPPRo,0.66222
SdjCwUhjewc,0.85928
sDM2sYaZlC8,0.81609
SDw3fLgMMFI,-0.83688
sdY2xr4JoEo,0.87463
SDzF3ArFZdc,0.61538
SedClkAnclk,-0.56891
sEDhTJB9CRg,-0.54167
sElv6-hBp4Q,0.54128
sEqiNIPIPPQ,-0.93135
SeqL9Xe4QUA,0.70968
sEtYN70okug,-0.4625
seU1Rp9g14U,0.87671
SEvhEUpgPj0,0.74038
Sew5xuCjN44,-0.73533
seWQxUdktKM,0.925
SexVw9K77cM,-0.74679
SEZwkbliJr8,0.32
SF-a1nWxMvA,0.76471
SF3eddlIy3U,-0.74178
Sf4qAwntlkw,0.9
sF5bLfR4GwA,-1.0
sf7RgaOcbh8,0.85256
SF8FKAKZXpY,0.75385
SfaSvIMyeic,0.46032
SFgbuGrmnew,0.85229
sFON-F7FigA,0.88235
sfVSkLTAOVg,-0.97333
sfxMCC9EKiU,-0.8942
SFYpGJI6Vcc,-0.61538
SfzOTu-ImnY,0.90583
sGcT5W4FhrM,1.0
SggOsfjsL0c,-0.48193
sGgZ4H1EQCc,-0.77419
sGhJyAYZj9o,-0.85596
sgQMdNZTNcQ,-0.89796
SgTrQdQdS4c,0.79592
SgtVP6ygwfY,-0.90625
SGx1xhX4YEc,0.90909
sGYl17DiEwo,0.78698
sGZD7-El4xE,0.60938
SH42Qga0UEQ,-0.95745
SH5NI1IogPU,-0.84444
SH7faXeBwEI,-0.85714
SH8lsTO9Lsk,-0.34091
sHAkDTlv8fA,-0.61755
ShBvRe0Jv68,-0.12
shdFqS8peZo,-0.88732
SHePglP28CM,-0.78475
shEU5p5-fcQ,-0.50649
ShFZ8QCCiss,0.79439
shI5oOTMkMk,0.55519
SHiSW2q-3Sc,-0.78571
SHLHkmWoYDU,0.82407
shwRdyllm1Y,-0.52484
si-vMj-FB88,0.84275
sI4g6C0L18E,-0.92621
SIbUMdTSsEs,-0.8535
SIfgUFQWw2E,-0.7619
sIH7xUloceI,0.74444
SikJrrabXPM,0.88477
SIKL61M6pw8,0.91837
SIMDkxoS1as,-0.8408
SiNuiBddqeQ,-0.78571
sIQRTOBOKi8,-0.88235
SiuqTxEZ9O0,-0.94118
siyBp8Csugk,-0.759
SiyMzoStixc,0.29524
SJd37-rU2qY,-0.43575
SjFyakvcXVA,-0.61905
sjgRbI7yQCI,0.36391
SJhHnP1JYbs,0.76543
sJKUJfLNtMU,-0.68
SjObE5VEA94,0.83599
sjuDwnwOCes,-0.8678
sK27NZon11w,0.79016
sK6XBf4KiVM,-0.96226
Sk8POUhLwM8,0.44444
skAOLejB4BA,0.78125
SKaSJp21bJQ,-0.14182
SkbuZfC06d8,-0.21918
SkeSJLgzG8k,-0.67969
sKjh6wqghcQ,0.71585
SkLt6-IhvRM,0.38462
SKMjYQzhEqw,-0.96923
Sknt-UBRhxo,-0.82175
SKpQrjdMDaM,0.87244
SKr5yJ9OHt8,0.07407
sKs7OYpAIuE,0.85498
sKWx-cmGhIo,0.64706
skZjyjylE-0,0.9375
skzYADw5luM,0.63492
Sl9-tY1oZNw,0.65775
slB6f4hZmDc,0.70562
SlDcyB5VCe0,0.22892
SlOarQSXeW4,-0.6
Slrs29r5KW8,0.85161
SLtnmR8MIgY,0.86192
sLtYwlnhJhc,-0.93103
SlU2Z6AUkg0,0.87143
sLVMe0F2hS8,0.76786
slxpGlfSU00,-0.04762
sLyS0E91H1o,-0.84556
sm6AL5lA4Zc,-0.57143
SMGQoxndMN4,1.0
smkyorC5qwc,-0.65243
SMnCu4JHH-o,-0.74545
SMQ9jIypeOA,-1.0
SmUxl6g6nlQ,0.89958
smvuJZ9B-vg,-0.37226
SmWB-V2IUs0,-0.66667
SMwXKl0odq8,0.48135
SmXuodQ8WOY,-0.07692
sMzh7wgMVLY,0.79239
SNb-twWyEz8,0.69231
SNDG7ErY-k4,-0.6325
SNDUFQfDn6I,0.0
sNFXa9YfcMo,0.85093
sNk986PYPsw,0.87031
SNPRiECV9ZE,-0.09524
Snprp-36dMk,-0.81197
sNX0iAY9jw4,-1.0
sO-n-fqcV70,0.59184
so10-0Nu5Ek,0.65854
sObx4NUlbO4,-0.87283
sOdWDGkIPPo,0.24731
SOHRVNQhQ3M,-0.62832
sOijU9wNTu4,0.32836
soq17sMf1iE,0.89011
Sot57q30MSM,0.76923
soTQd0QT9UY,0.90196
SOvHSfVsLwo,0.86697
SOvPhPkuJC0,0.76471
sOwYRQsZmUU,0.43182
sp-g7yNhw2E,0.09091
SP0CYxgqKOw,-0.74597
sPd4gFqzm-g,0.08571
SpDFUZdL2C8,0.32743
SpeDK1TPbew,-0.55897
sPErvLrv2jA,-0.73214
SPljs0SISDk,-0.4386
sPLqIT7ZYZs,0.62254
SPN-YJRaOl4,0.50754
spOjBRs7D7o,1.0
spouhfBiQjs,-0.71918
spQGFZX4fKM,-0.31579
sPrbGU0Wyh4,0.72
SpT9AoZ5WVI,-0.7574
spvWKpCSMeA,0.70696
SpWmbLfvRh4,-0.54839
SpzDCjAZ56s,0.84615
SQ3QQV0BYsI,0.95954
sQ7543nJngk,0.78261
sQ7b82tOrPQ,0.85495
sqAJrd18HjY,0.0
SqanYP67clY,0.77778
SQAW-cahACc,0.94286
Sqd48mUoo-c,0.86151
SqDdd8i7cio,-0.88235
sqhg9ad1fs4,0.45279
sQkhM8NXJ34,0.23077
SqmZotdxoT8,0.89388
SqNtc-t0Cr0,-0.8
SQsL-96DG3A,-0.65789
SQtN3TlwcE4,0.95604
sQV4ieSYa6k,0.69014
sQzMeE3hHvw,0.83966
sr6AqrEqI5E,-0.72263
Sr6tipz3v1E,0.92486
SR7alBv6h1E,0.63514
sRBsJNdK1t0,0.66227
SrDEtSlqJC4,-0.17981
SRdnVgC6Wy8,0.44186
sRJLSX0qpAg,-0.07527
srJZHQHHT8g,-0.88
SrMADlvlKmE,-0.48148
srnA3cNTsXQ,-0.88966
sRqDzEOJImw,-0.64548
SRRt3VVCerQ,0.26471
SRuneBpfGr8,-0.29412
SrvHpov6P1M,-0.7786
SRyv3iH5K5I,-0.6092
ssbzgQLrsUM,0.73366
ssdEtsOiABE,0.23529
SSDkh5RYtGo,0.72519
SsH2v2juMtE,0.25
SShvYq5gQ2U,0.0137
SSJugLUsM58,-0.41887
sSok4SwXweM,0.89873
sSOLX3LWJMc,0.44828
SspJqjf5gyI,0.38813
SStZxI1rH-A,0.40541
sSu3khaJunE,-0.78478
st4b8UhNnJQ,-0.79032
ST9cmttj1kY,0.42017
sTcELLklap4,-0.79275
STeOJpUvvf4,-0.72727
stIMHLaKaPY,0.75758
stj1hTfg2PY,0.68182
Stj3YNQIEGY,-0.65
stjd8ZqCmBk,-0.15789
sTKLHPIHH9c,-1.0
StkXWavxogY,-0.75652
StqpWP3y3-0,-1.0
StraEEDeAEA,-0.62791
STu7hDg0g4U,0.64706
stXgn2iZAAY,0.12836
STXheiP729Q,0.0
SU9tox8cmL4,0.64444
SUCv8NVgnfc,-0.63441
suDEynUvwFM,-0.76471
sUF4PmqCIS0,-0.92152
SUfjtKtkS2U,0.08197
SugtVRbjWNU,-0.75487
suN-9FrBi7E,-0.55152
sUOiEGk7Hnk,0.0221
SuqIuyGHZxQ,-0.51351
suQMnFK-T84,-0.95745
SusLwvlL5QY,1.0
SUtS6TV9X3M,-0.08333
sUv1xTxTpLo,0.875
sV-kTseXD34,0.7551
Sv71gyRKYSY,0.18919
sv8QVgCxa1M,0.30612
SvAdNUyysTA,0.94118
SvayPmSBEyQ,0.82759
SVcCHKV4KH0,0.875
sVdIlkjA3mY,0.8247
sVF7s5WHnVw,-0.7963
sVFJ203SUV0,0.88776
SVjScvxzIPA,-0.87329
sVq0V7rKImk,-0.24074
SVuBljd799k,0.3829
SW0LQLpMx54,-0.8676
SW0na5p3hDE,-0.60536
sW15rbOAY04,0.91045
SW4frKF5BYw,0.86765
SW4G6WtnsHY,-1.0
Sw4K8syQpe0,1.0
sw92JYJWhkw,-0.375
swhlvFBsoDg,0.35802
SWJQhxShQms,0.89809
SWRP0lYPplk,0.85874
swZDqmXlJyo,0.03333
sX4jx9fqyQI,-0.6399
Sx7FBA23gvM,0.88889
SXMZhJxceio,0.71456
sxoFI8Rf2Kg,-0.76404
SxtvXaRe2lg,-0.45038
SxXu622C9Qc,-0.82482
sxXW6qG4AlI,0.91304
Sy4muwYNTZw,-0.38462
SyEY0OvEDlo,-1.0
sYNWPR07ddA,-0.86555
SYPi0CiNXCg,0.16129
sYQK3BWKZq4,0.9375
SYxZfksAyco,-0.79708
sz2iHdCUfoA,0.86667
sZ6Jf7xYPiQ,0.85437
SZ8HlNGMolw,-0.55414
sZ92-geeYBo,-0.5
sZBquj94CGU,-0.44118
SzBSki6W7Fw,-0.38462
szdbnhYP7Y4,-0.77095
SZExsJ8ziuo,0.8773
Szful2j4azo,-0.84314
sZHuZkUUYM4,-0.82123
SZJycdL2otQ,0.63197
SZMmU4UjxGY,-0.86022
szP8j4ZvL3k,-0.74648
SZW4ZYb1hfE,-0.80265
sZWS8K0Q2T4,-0.91837
t-gH7Waedtk,0.23256
t-lMIGV-dUI,0.53968
T-rSi4R5nxo,-0.5283
T-Xa5HGckDU,0.80488
T0gJYFX8WVc,0.6044
T0iA9RXEkas,0.9058
T0imcCvWByk,1.0
t0ImXkiwKY8,0.82288
T0LowtSUGK8,-0.73429
T0on0May3JM,0.93031
t0Ry35LFWYc,-0.05128
T105O80ItgY,0.5
t10FfzIpiKs,0.89976
t17O2AKa2FU,-0.41538
t1am2rMFl9k,-0.94872
T1mt6-bHmIg,-0.61905
T1yITUxP1U8,-0.31707
t2a8ysUVLbc,-0.73333
T2DCKdzuu7M,0.91623
t2lp2MHh-0c,-0.69948
T2nIIdauKm8,0.82051
T2OmuVbtGRo,0.60526
T2RSCT9sI5M,-0.85
t2S5VX38218,-0.53846
T2VJSDvp1Ps,-0.34146
t2Vqx725-50,-1.0
t33rQ-OFO98,-0.84615
T3fTxcO5jt8,0.83173
t3PA37erNYw,0.2381
T431Yqpzc2E,0.3913
T48KFiHwexM,-0.13525
t4LJA-W4mQY,-0.89431
t4NJK3BkgEI,0.42202
t4UqAJvItgk,0.70732
t4YrdLehhfo,0.87755
T50pLTvwO80,-0.81236
t50xoejOFKM,-1.0
T579BcSSlpo,-0.8427
T5BdGYCtDyI,1.0
t5xp25JK5CE,1.0
T67DvoH2H3E,-0.17647
t6SnIvQKN1Y,-0.37736
t74ljuWOOIQ,0.80952
T75FAqMQjgo,0.79869
T7bIBy01zYk,-1.0
T7FIl1m2Dbc,0.84615
t7KdHTNAfko,0.83513
T7MxFZi5ctY,0.84828
T80slnJFCDg,-0.87879
T83Mnw0--eQ,0.96591
t8CwmbVQpAk,0.6506
t8Hp9ZqVxGA,0.13953
T8mCT1iYuu0,0.70813
T8MuUwm1HhU,0.91045
T8osteQNHXA,0.31148
T8RB45VJnPw,0.82524
t8zbrqJE5Fw,-0.73684
T90fPuwxwCU,0.76471
t9aKFGVp1wM,-0.87313
t9HTNMN9irk,-0.78182
T9PqEZYj07s,-0.56923
t9rLqYXTaFI,0.375
t9Wxa0DNdIQ,0.92248
TA-3lUvDJ4c,-1.0
ta1DqI4xDRw,0.34686
TA2DvC7ixbc,0.83886
ta4U8G03q98,-0.44086
Ta6GdykhANM,-0.57419
TadrHi8eDFo,0.89474
tAGeN5lrxws,0.65068
TaliInOFKIA,-0.05517
talvzN8awLw,0.78333
TambSayfCOE,-0.76687
tamC-M8TxtY,-0.55349
taOBFURZvcA,-0.43142
TaOSRVjQPjs,-0.904
tas91MvcZvU,0.52239
TAuXOoiMckM,0.12042
tauz4ph9YsU,0.87124
tAWGgLp2maQ,-0.7732
TBDfMQ27Asw,0.86325
Tbg6sjRnF-8,-0.80759
tbIQu0CquIw,-0.91997
tbM2MAepv0M,-0.3875
tbmM5PTiRz0,0.90164
tBmniQVcrjc,0.751
TbndeFmpe7w,0.22222
tbOfDjCohEI,0.12
TBQBZXuGw7o,0.0625
tbRB1kvmd0U,-0.85714
tBVDQE7g55E,-0.80952
tBvLyFlqTEU,-0.55844
tbWiPe--U3E,-0.616
tbWqvZY3UpQ,0.8785
TBXf0f8uQvI,0.1635
tc7mqNB9bd8,0.26829
Tc8THxze3h0,0.47656
TC9yrIN9YYE,0.83498
tCcG4iqQKt0,0.90078
TCEt3BaX3Qg,0.42105
Tcgd1xbRkjc,0.73832
TcgGoAcDXvQ,-0.76842
TCRapm1wzhY,-0.83908
tcRnKb6G2Hg,-0.35714
tcs3aQFw0ds,0.7
tcsdglJFT0M,-0.8
TcVLgwdRNr8,-0.73729
tCvMtkEVqdA,-0.79191
TCw4-XXl-Uw,0.58333
tcWpb4aAe9U,-0.82278
TD-js-6c1ok,-0.93548
td7Dcsco-WY,-0.55582
tDBJPvI92as,0.52941
TDff7uMUOxY,0.35948
TDIJYvo9KUs,-0.71014
tdJ2O0e0Obk,-0.96
TDl7dd-5QgA,0.90986
tdmn7ujx1aQ,-0.89873
Tdn43gvbchM,-0.66667
